,train_acc,val_acc,test_acc,train_loss,val_loss,test_loss
0,0.4749999940395355,0.375,0.20000000298023224,1.853008508682251,1.6794703006744385,5.062067985534668
1,0.550000011920929,0.3125,0.20000000298023224,1.7140392065048218,2.0774765014648438,4.8139777183532715
2,0.4749999940395355,0.3125,0.20000000298023224,1.8730294704437256,1.7261152267456055,4.717292308807373
3,0.550000011920929,0.3125,0.20000000298023224,1.5733416080474854,1.7780426740646362,4.664834976196289
4,0.5,0.25,0.20000000298023224,1.486271858215332,1.7840055227279663,4.613601207733154
5,0.4749999940395355,0.25,0.20000000298023224,1.458479642868042,2.1331677436828613,4.542332649230957
6,0.5249999761581421,0.3125,0.20000000298023224,1.229400396347046,1.9207721948623657,4.440376281738281
7,0.550000011920929,0.25,0.20000000298023224,1.3901140689849854,1.5726444721221924,4.3575568199157715
8,0.550000011920929,0.3125,0.20000000298023224,1.2395455837249756,1.8264031410217285,4.241223335266113
9,0.5249999761581421,0.3125,0.20000000298023224,1.1991838216781616,1.8499360084533691,4.073295593261719
10,0.574999988079071,0.3125,0.20000000298023224,1.2167437076568604,1.8929250240325928,3.942574977874756
11,0.574999988079071,0.25,0.20000000298023224,1.2010161876678467,1.648118495941162,3.8323464393615723
12,0.574999988079071,0.75,0.20000000298023224,1.1153395175933838,1.1829144954681396,3.722602367401123
13,0.6000000238418579,0.3125,0.20000000298023224,1.1764917373657227,1.3091164827346802,3.6224052906036377
14,0.625,0.3125,0.20000000298023224,1.1329429149627686,1.3919677734375,3.5785281658172607
15,0.625,0.3125,0.20000000298023224,1.0338928699493408,1.6029248237609863,3.5482468605041504
16,0.625,0.3125,0.20000000298023224,0.9630311727523804,1.349956750869751,3.5251107215881348
17,0.550000011920929,0.25,0.20000000298023224,1.021553635597229,1.4873945713043213,3.426464796066284
18,0.675000011920929,0.3125,0.20000000298023224,0.8846206665039062,1.3285138607025146,3.359764814376831
19,0.550000011920929,0.3125,0.20000000298023224,1.0306508541107178,1.3461480140686035,3.275636672973633
20,0.675000011920929,0.25,0.20000000298023224,0.8207035064697266,1.4060919284820557,3.1954262256622314
21,0.6000000238418579,0.8125,0.20000000298023224,0.8610946536064148,1.0948286056518555,3.1570520401000977
22,0.6499999761581421,0.25,0.20000000298023224,0.857653796672821,1.2058576345443726,3.0846362113952637
23,0.699999988079071,0.3125,0.20000000298023224,0.7117255330085754,1.2240186929702759,3.034820079803467
24,0.6499999761581421,0.75,0.20000000298023224,0.798671543598175,1.0337339639663696,3.0635178089141846
25,0.625,0.8125,0.20000000298023224,0.759868323802948,0.9543133974075317,3.0760302543640137
26,0.699999988079071,0.25,0.20000000298023224,0.7231076955795288,1.1592438220977783,3.0768630504608154
27,0.6000000238418579,0.75,0.20000000298023224,0.7176251411437988,0.887820303440094,3.087224006652832
28,0.675000011920929,0.25,0.20000000298023224,0.674623966217041,1.0274689197540283,3.1259090900421143
29,0.6499999761581421,0.75,0.20000000298023224,0.7563916444778442,0.8851812481880188,3.129067897796631
30,0.625,0.8125,0.20000000298023224,0.7020822763442993,1.0254793167114258,3.11714243888855
31,0.675000011920929,0.25,0.20000000298023224,0.6459117531776428,1.0610848665237427,3.0971264839172363
32,0.7749999761581421,0.3125,0.20000000298023224,0.6800161600112915,1.2102267742156982,3.1350486278533936
33,0.675000011920929,0.8125,0.20000000298023224,0.6219171285629272,1.0404725074768066,3.147800922393799
34,0.7250000238418579,0.8125,0.20000000298023224,0.6776697039604187,1.0149738788604736,3.1462347507476807
35,0.75,0.75,0.20000000298023224,0.5903059244155884,1.044356346130371,3.1825006008148193
36,0.7749999761581421,0.8125,0.20000000298023224,0.571309506893158,0.8590661883354187,3.2344868183135986
37,0.800000011920929,0.75,0.20000000298023224,0.5572044253349304,0.985283374786377,3.2555346488952637
38,0.800000011920929,0.8125,0.20000000298023224,0.5737555027008057,0.9144493341445923,3.229010820388794
39,0.75,0.3125,0.20000000298023224,0.6141018271446228,1.0253161191940308,3.267629623413086
40,0.7749999761581421,0.75,0.20000000298023224,0.5785148739814758,0.8890379667282104,3.277073383331299
41,0.75,0.8125,0.20000000298023224,0.5619876980781555,1.0000696182250977,3.374394655227661
42,0.824999988079071,0.75,0.20000000298023224,0.4967704713344574,0.8307285308837891,3.409799575805664
43,0.800000011920929,0.75,0.20000000298023224,0.5301586389541626,0.8352342247962952,3.4306259155273438
44,0.75,0.3125,0.20000000298023224,0.5705927014350891,1.0795899629592896,3.4148662090301514
45,0.800000011920929,0.75,0.20000000298023224,0.47862666845321655,0.8542472720146179,3.4092259407043457
46,0.7749999761581421,0.75,0.20000000298023224,0.5792381167411804,1.0309287309646606,3.420132875442505
47,0.800000011920929,0.3125,0.20000000298023224,0.49036654829978943,1.1050662994384766,3.4321327209472656
48,0.75,0.75,0.20000000298023224,0.5728439688682556,0.8474273681640625,3.4310460090637207
49,0.75,0.75,0.20000000298023224,0.4578889012336731,1.0365383625030518,3.5030245780944824
50,0.7250000238418579,0.8125,0.20000000298023224,0.5253388285636902,0.937772810459137,3.567586898803711
51,0.75,0.75,0.20000000298023224,0.5838865041732788,1.049379587173462,3.6583619117736816
52,0.800000011920929,0.75,0.20000000298023224,0.44888821244239807,0.9723018407821655,3.7271904945373535
