,train_acc,val_acc,test_acc,train_loss,val_loss,test_loss
0,0.574999988079071,0.1875,0.20000000298023224,1.6296379566192627,1.8037109375,5.062067985534668
1,0.574999988079071,0.75,0.20000000298023224,1.1941105127334595,1.5189170837402344,3.3715176582336426
2,0.44999998807907104,0.1875,0.0,0.9879860877990723,1.131097674369812,2.918045997619629
3,0.6000000238418579,0.8125,0.20000000298023224,0.728765606880188,0.9853509664535522,2.290395975112915
4,0.75,0.875,0.20000000298023224,0.6562802195549011,0.8900090456008911,2.3808043003082275
5,0.824999988079071,0.375,0.20000000298023224,0.5259274840354919,1.048919677734375,2.886307954788208
6,0.7749999761581421,0.3125,0.20000000298023224,0.5193631649017334,1.011373519897461,3.7635791301727295
7,0.8500000238418579,0.3125,0.20000000298023224,0.4400912821292877,1.0710551738739014,3.6649632453918457
8,0.8500000238418579,0.875,0.20000000298023224,0.3831411898136139,0.8325268626213074,3.3207786083221436
9,0.8999999761581421,0.375,0.20000000298023224,0.34257006645202637,0.9730913639068604,3.4815077781677246
10,0.949999988079071,0.375,0.20000000298023224,0.3075065016746521,1.0574227571487427,3.753861904144287
11,0.8999999761581421,0.875,0.20000000298023224,0.2828308939933777,0.7721501588821411,3.722712755203247
12,0.949999988079071,0.875,0.20000000298023224,0.2859874367713928,0.7494651675224304,3.852231502532959
13,0.949999988079071,0.875,0.20000000298023224,0.24168166518211365,0.8008974194526672,3.837373733520508
14,0.949999988079071,0.875,0.20000000298023224,0.21447142958641052,0.8911531567573547,3.7340056896209717
15,0.925000011920929,0.875,0.20000000298023224,0.25375503301620483,0.9158090353012085,3.6926772594451904
16,0.925000011920929,0.8125,0.20000000298023224,0.23234884440898895,0.8162422180175781,3.9488773345947266
17,0.9750000238418579,0.8125,0.20000000298023224,0.20424902439117432,0.899368405342102,3.9476304054260254
18,0.8999999761581421,0.875,0.20000000298023224,0.2762002944946289,0.9231740832328796,3.69323992729187
19,0.949999988079071,0.875,0.20000000298023224,0.1762828528881073,0.9470158815383911,3.99804425239563
20,0.9750000238418579,0.875,0.20000000298023224,0.17446154356002808,0.9195789098739624,4.232536315917969
21,0.9750000238418579,0.3125,0.20000000298023224,0.16513767838478088,0.9922006130218506,4.235443592071533
22,0.875,0.3125,0.20000000298023224,0.23973679542541504,1.2617032527923584,4.762764930725098
23,0.925000011920929,0.8125,0.20000000298023224,0.17855507135391235,1.0274264812469482,4.561324119567871
24,0.9750000238418579,0.875,0.20000000298023224,0.12750622630119324,0.9507112503051758,4.175508975982666
25,0.9750000238418579,0.875,0.20000000298023224,0.1310340166091919,0.7705581784248352,3.9942030906677246
26,0.9750000238418579,0.8125,0.20000000298023224,0.14766037464141846,0.7825822830200195,4.20932674407959
27,0.949999988079071,0.3125,0.20000000298023224,0.1652466058731079,0.9542372226715088,4.465421676635742
28,1.0,0.8125,0.20000000298023224,0.11783689260482788,0.7925279140472412,4.480420112609863
29,0.9750000238418579,0.875,0.20000000298023224,0.1332310289144516,0.8853640556335449,4.390847206115723
30,0.9750000238418579,0.8125,0.20000000298023224,0.12610748410224915,0.7863986492156982,4.792293548583984
31,0.949999988079071,0.8125,0.20000000298023224,0.15408429503440857,0.8920671939849854,5.106991767883301
32,0.949999988079071,0.8125,0.20000000298023224,0.14671291410923004,0.7956339120864868,5.152194023132324
33,0.925000011920929,0.8125,0.20000000298023224,0.13399778306484222,0.9396510124206543,5.240716457366943
34,0.9750000238418579,0.8125,0.20000000298023224,0.10408797115087509,0.9395944476127625,5.202679634094238
35,0.9750000238418579,0.875,0.20000000298023224,0.10510353744029999,0.7254154682159424,5.108713150024414
36,0.9750000238418579,0.8125,0.20000000298023224,0.1123916357755661,0.906036913394928,4.858064651489258
37,0.9750000238418579,0.8125,0.20000000298023224,0.10919623076915741,0.911707878112793,4.615021705627441
38,0.925000011920929,0.875,0.20000000298023224,0.13362915813922882,0.8504378795623779,4.716455459594727
39,0.9750000238418579,0.8125,0.20000000298023224,0.09589806199073792,0.7553327083587646,4.948611259460449
40,0.949999988079071,0.8125,0.20000000298023224,0.14943146705627441,0.8365734815597534,5.150008678436279
41,0.9750000238418579,0.8125,0.20000000298023224,0.08942592889070511,0.7686004042625427,5.114110469818115
42,0.9750000238418579,0.8125,0.20000000298023224,0.09463518112897873,0.780979573726654,5.059520244598389
43,0.9750000238418579,0.8125,0.20000000298023224,0.07584311813116074,0.7677069902420044,5.0006103515625
44,0.9750000238418579,0.8125,0.20000000298023224,0.10274072736501694,0.7172031998634338,5.2815680503845215
45,0.9750000238418579,0.8125,0.20000000298023224,0.09034673869609833,0.6176378726959229,5.564024448394775
46,1.0,0.8125,0.20000000298023224,0.0704941675066948,0.757182240486145,5.667929649353027
47,0.9750000238418579,0.8125,0.20000000298023224,0.0819748267531395,0.6964701414108276,5.631038188934326
48,0.9750000238418579,0.8125,0.20000000298023224,0.07015543431043625,0.7242146730422974,5.577923774719238
49,0.9750000238418579,0.8125,0.20000000298023224,0.08980177342891693,0.705319881439209,5.516083717346191
50,0.9750000238418579,0.8125,0.20000000298023224,0.08839423954486847,0.6818007826805115,5.718915939331055
51,1.0,0.8125,0.20000000298023224,0.07457034289836884,0.8306300044059753,5.757388114929199
52,0.9750000238418579,0.8125,0.20000000298023224,0.08037970960140228,0.7467812299728394,5.498501777648926
53,1.0,0.8125,0.20000000298023224,0.06465552747249603,0.6561340093612671,5.32196044921875
54,1.0,0.8125,0.20000000298023224,0.06128428131341934,0.7792855501174927,5.37949800491333
55,0.9750000238418579,0.8125,0.20000000298023224,0.09633029997348785,0.7577794790267944,5.729334354400635
56,0.9750000238418579,0.875,0.20000000298023224,0.08093298971652985,0.6783137321472168,5.546263217926025
57,1.0,0.8125,0.4000000059604645,0.07580091059207916,0.8176928758621216,5.283820152282715
58,1.0,0.8125,0.4000000059604645,0.07416320592164993,0.626600980758667,5.1677961349487305
59,1.0,0.8125,0.4000000059604645,0.062395740300416946,0.7286285161972046,5.024746417999268
60,0.9750000238418579,0.8125,0.20000000298023224,0.07368995249271393,0.7360105514526367,5.098299980163574
61,1.0,0.8125,0.20000000298023224,0.06119678542017937,0.7532579898834229,5.090735912322998
62,1.0,0.8125,0.20000000298023224,0.0631011351943016,0.6831474304199219,4.964025497436523
